Termino_Ingles,Transcripcion_IPA
furlong,ˈfərˌlɔŋ
lite,laɪt
tenpenny,ˈtɛnˌpɛni
randolph,ˈrændɑlf
scrubby,ˈskrəbi
infidel,ˈɪnfɪˌdɛl
celerity,səˈlɛrəti
sneeze,sniz
sardine,sɑrˈdin
slid,slɪd
shunting,ˈʃəntɪŋ
father,ˈfɑðər
authorization,ˌɔθərəˈzeɪʃən
nebulous,ˈnɛbjələs
litigation,ˌlɪtəˈgeɪʃən
mormonism,ˈmɔrmənɪzəm
suspicion,səˈspɪʃən
sha,ʃɑ
trump,trəmp
supercilious,ˌsupərˈsɪliəs
holl,hɑl
catlike,ˈkæˌtlaɪk
sarcophagus,sɑrˈkɑfəgəs
setup,ˈsɛˌtəp
orthodox,ˈɔrθəˌdɑks
travelogue,ˈtrævəˌlɔg
outburst,ˈaʊtˌbərst
anabolic,ˌænəˈbɑlɪk
calk,kɔk
resignee,ˌrɛzɪgˈni
parenthood,ˈpɛrənˌthʊd
null,nəl
drago,ˈdrɑgoʊ
anthropologist,ˌænθrəˈpɑləʤɪst
embattle,ɛmˈbætəl
miami,maɪˈæmi
icily,ˈaɪsɪli
auto,ˈɔtoʊ
youse,juz
was,wɑz
damning,ˈdæmɪŋ
grape,greɪp
kay,keɪ
refugee,ˈrɛfjuʤi
composed,kəmˈpoʊzd
tremble,ˈtrɛmbəl
unfairly,ənˈfɛrli
pong,pɔŋ
robinia,roʊˈbiniə
forefoot,ˈfɔrˌfʊt
lukas,ˈlukəz
abridge,əˈbrɪʤ
kildee,ˈkɪldi
somersault,ˈsəmərˌsɔlt
owing,oʊɪŋ
traveling,ˈtrævəlɪŋ
entanglement,ɪnˈtæŋgəlmənt
seizure,ˈsiʒər
chaparral,ˌʃæpərˈæl
brevity,ˈbrɛvəti
ego,ˈigoʊ
almanac,ˈɑlməˌnæk
sayer,seɪər
prenatal,priˈneɪtəl
evangelize,ɪˈvænʤəˌlaɪz
stylist,ˈstaɪlɪst
cephalopod,ˈsɛfələˌpɑd
leonid,ˈliənɪd
berber,ˈbərbər
rudderless,ˈrədərləs
seaman,ˈsimən
skylark,ˈskaɪˌlɑrk
russ,rəs
coziness,ˈkoʊzinəs
saw,sɔ
copra,ˈkoʊprə
nab,næb
loincloth,ˈlɔɪnˌklɔθ
teet,tit
contented,kənˈtɛntɪd
unspecified,ənˈspɛsəˌfaɪd
tax,tæks
chide,ʧaɪd
selected,səˈlɛktɪd
supercool,ˌsupərˈkul
luigi,luˈiʤi
doodad,ˈduˌdæd
pia,ˈpiə
kreis,kriz
steeler,ˈstilər
budgeteer,ˌbəʤɪˈtɪr
mountainside,ˈmaʊntənˌsaɪd
mobilize,ˈmoʊbəˌlaɪz
cassowary,ˈkæsəˌwɛri
crafty,ˈkræfti
gotten,ˈgɔtən
hobo,ˈhoʊboʊ
geriatrician,ˌʤɛriəˈtrɪʃən
judgeship,ˈʤəʤˌʃɪp
uncertain,ənˈsərtən
seesaw,ˈsiˌsɔ
hyssop,ˈhɪsəp
inability,ˌɪnəˈbɪlɪti
carolinian,ˌkɛrəˈlɪniən
equivalence,ɪkˈwɪvələns
gibe,ʤaɪb
affronted,əˈfrəntɪd
sampling,ˈsæmplɪŋ
stratigraphic,ˌstrætəˈgræfɪk
raser,ˈreɪzər
section,ˈsɛkʃən
monotonous,məˈnɑtənəs
aro,ˈɑroʊ
shading,ˈʃeɪdɪŋ
bronchial,ˈbrɑnʧiəl
snugly,sˈnəgli
altamira,ˌɑltɑˈmɪrə
grandstand,ˈgrændˌstænd
clouding,ˈklaʊdɪŋ
experiential,ɛkˌspɛriˈɛnʃəl
eveline,ˈɛvəlɪn
gaub,gɔb
charge,ʧɑrʤ
pique,pik
achingly,ˈeɪkɪŋli
bullet,ˈbʊlət
shrinkage,ʃˈrɪŋkɪʤ
elisha,ˈɛlɪʃə
philippines,ˈfɪləˌpinz
impatiens,ˌɪmˈpeɪʃənz
lethal,ˈliθəl
beacon,ˈbikən
opaque,oʊˈpeɪk
flawless,ˈflɔləs
luscious,ˈləʃɪs
philomela,ˌfɪləˈmilə
imprison,ˌɪmˈprɪzən
long,lɔŋ
threesome,θˈrisəm
vestige,ˈvɛstɪʤ
recipient,rɪˈsɪpiənt
geodesic,ˌʤiəˈdɛsɪk
glaring,ˈglɛrɪŋ
emblematic,ˌɛmbləˈmætɪk
bungee,ˈbənʤi
diplomacy,dɪˈploʊməsi
behemoth,ˈbihəməθ
antelope,ˈæntəˌloʊp
educationally,ˌɛʤəˈkeɪʃənəli
intolerable,ˌɪnˈtɑlərəbəl
saccule,ˈsæˌkjul
egging,ˈɛgɪŋ
vulcan,ˈvəlkən
afternoon,ˌæftərˈnun
telethon,ˈtɛləθɑn
fingerprint,ˈfɪŋgərˌprɪnt
aspersion,əˈspərʒən
theophania,θiəˈfæniə
onetime,ˈwənˈtaɪm
serene,sərˈin
solitary,ˈsɑləˌtɛri
bloated,ˈbloʊtɪd
steadier,ˈstɛdiər
strategist,ˈstrætɪʤɪst
fundamental,ˌfəndəˈmɛnəl
lett,lɛt
attributable,əˈtrɪbjətəbəl
econometrics,ɪˌkɑnəˈmɛtrɪks
rein,reɪn
frenetic,frəˈnɛtɪk
plying,plaɪɪŋ
pedro,ˈpeɪdroʊ
ollie,ˈɑli
unimpaired,ˌənɪmˈpɛrd
renegotiation,ˌrinɪˌgoʊʃiˈeɪʃən
omelet,ˈɑmlət
intermix,ˌɪntərˈmɪks
scalp,skælp
enquiry,ɪnkˈwaɪˌri
veterinary,ˈvɛtrəˌnɛri
titania,təˈtɑnjə
arista,ərˈɪstə
debby,ˈdɛbi
hoit,hɔɪt
amanda,əˈmændə
screenplay,ˈskrinˌpleɪ
cadwallader,ˌkædˈwɔlədər
perennially,pərˈɛniəli
balanced,ˈbælənst
telesis,ˈtɛləsɪs
untimely,ənˈtaɪmli
bolshevik,ˈboʊlʃəˌvɪk
germ,ʤərm
interrogate,ˌɪnˈtɛrəˌgeɪt
arabella,ˌærəˈbɛlə
argent,ˈɑrʤɪnt
barracuda,ˌbɛrəˈkudə
knotty,ˈnɑti
fanatic,fəˈnætɪk
baptize,bæpˈtaɪz
armenian,ɑrˈminiən
inductance,ˌɪnˈdəktəns
suitably,ˈsutəbli
northeastern,ˌnɔrˈθistərn
encamp,ɪnˈkæmp
barcelona,ˌbɑrsɪˈloʊnə
obesity,əˈbisəti
absorbed,əbˈzɔrbd
beaming,ˈbimɪŋ
cortical,ˈkɔrtəkəl
alastair,ˈæləˌstɛr
technologic,ˌtɛknəˈlɑʤɪk
loral,ˈlɔrəl
betwixt,bitˈwɪkst
chlordane,ˈklɔrˌdeɪn
hansel,ˈhænsəl
paring,ˈpɛrɪŋ
firepower,ˈfaɪrˌpaʊər
wont,woʊnt
sanskrit,ˈsænskrɪt
bench,bɛnʧ
maline,mɑˈlini
jacobson,ˈʤeɪkəbsən
nemean,ˈnimiən
par,pɑr
chronicler,ˈkrɑnɪklər
skewer,skjuər
dotting,ˈdɑtɪŋ
sentence,ˈsɛntəns
poe,poʊ
suitable,ˈsutəbəl
philippe,fɪˈlipeɪ
mal,mæl
shies,ʃaɪz
sulk,səlk
regretful,rɪˈgrɛtfəl
only,ˈoʊnli
miter,ˈmaɪtər
unworried,ənˈwərid
flaring,ˈflɛrɪŋ
tyre,taɪər
kootenay,ˈkutəˌneɪ
maney,ˈmeɪni
introspective,ˌɪntrəˈspɛktɪv
subterranean,səbtərˈeɪniən
shaken,ˈʃeɪkən
attentiveness,əˈtɛntɪvnəs
balky,ˈbɔki
automatically,ˌɔtəˈmætɪkli
mexican,ˈmɛksəkən
cum,kəm
wounded,ˈwundɪd
periphery,pərˈɪfəri
swape,sweɪp
leyland,ˈleɪlənd
kraft,kræft
skinner,ˈskɪnər
exfoliate,ɛksˈfoʊlieɪt
gopher,ˈgoʊfər
mosaical,moʊˈzeɪɪkəl
tibetan,tɪˈbɛtən
grenade,grəˈneɪd
unconfined,ˌənkənˈfaɪnd
ask,æsk
isotope,ˈaɪsəˌtoʊp
tracey,ˈtreɪsi
seldom,ˈsɛldəm
patter,ˈpætər
adulthood,əˈdəlˌthʊd
kidnap,ˈkɪdˌnæp
extracurricular,ˌɛkstrəkərˈɪkjələr
adobe,əˈdoʊbi
alabaman,ˌæləˈbæmən
distorted,dɪˈstɔrtɪd
endear,ɛnˈdir
unknown,ənˈnoʊn
omani,oʊˈmɑni
mobster,ˈmɑbstər
perquisite,ˈpərkwəzɪt
economically,ˌɛkəˈnɑmɪkli
box,bɑks
classman,ˈklæsmən
poach,poʊʧ
modal,ˈmoʊdəl
convene,kənˈvin
sloth,sloʊθ
procrastinating,prəˈkræstəˌneɪtɪŋ
regretfully,rɪˈgrɛtfəli
pastrami,pəˈstrɑmi
monocle,ˈmɑnəkəl
variegated,ˈvɛrɪgeɪtəd
whistler,ˈwɪslər
peevish,ˈpivɪʃ
shopping,ˈʃɑpɪŋ
indexing,ˈɪndɛksɪŋ
sabella,səˈbɛlə
robustness,roʊˈbəstnəs
headwater,ˈhɛdˌwɔtər
islamic,ˌɪzˈlɑmɪk
warfare,ˈwɔrˌfɛr
glaciation,ˌgleɪʃiˈeɪʃən
jeannie,ˈʤini
wallpapering,ˈwɔlˌpeɪpərɪŋ
dungeon,ˈdənʤən
covered,ˈkəvərd
etna,ˈɛtnə
juggle,ˈʤəgəl
manes,meɪnz
laziness,ˈleɪzinəs
delude,dɪˈlud
proselytize,ˈprɑsələˌtaɪz
smithsonian,smɪθˈsoʊniən
laryngoscopic,lɑˈrɪnʤəˈskɑpɪk
cool,kul
villa,ˈvɪlə
janitorial,ˌʤænɪˈtɔriəl
caucasian,kɔˈkeɪʒən
lakeside,ˈleɪkˌsaɪd
licenser,ˈlaɪsənsər
dunk,dəŋk
restricted,riˈstrɪktɪd
thyroid,ˈθaɪrɔɪd
camilla,kəˈmɪlə
gooding,ˈgʊdɪŋ
frugality,fruˈgæləti
applause,əˈplɔz
drank,dræŋk
enact,ɪˈnækt
blubber,ˈbləbər
socialization,ˌsoʊʃəlɪˈzeɪʃən
ron,rɑn
rubicon,ˈrubɪkɔn
stull,stəl
faithfully,ˈfeɪθfəli
interscholastic,ˌɪntərskəˈlæstɪk
justine,ʤəˈstin
craving,ˈkreɪvɪŋ
alsatian,ælˈseɪʃən
iteration,ˌɪtəˈreɪʃən
postmark,ˈpoʊstˌmɑrk
evelyn,ˈɛvəlɪn
leads,lidz
incitement,ˌɪnˈsaɪtmənt
have,hæv
enforced,ɛnˈfɔrst
dinghy,ˈdɪŋi
album,ˈælbəm
horticulturist,ˌhɔrtɪˈkəlʧərɪst
router,ˈrutər
ville,vɪl
dresser,ˈdrɛsər
sheathed,ʃiðd
rousing,ˈraʊzɪŋ
calmly,ˈkɑmli
shamed,ʃeɪmd
kathleen,kæθˈlin
damn,dæm
basalt,bəˈsɔlt
intercurrent,ˌɪntərˈkərənt
dorcas,ˈdɔrkəs
psychotherapist,ˌsaɪkəˈθɛrəpɪst
lapsed,læpst
plentiful,ˈplɛnɪfəl
galilean,ˌgæləˈliən
rebellion,rɪˈbɛljən
detonator,ˈdɛtəˌneɪtər
spurred,spərd
repressive,riˈprɛsɪv
crutch,krəʧ
drawdown,ˈdrɔˌdaʊn
fibrous,ˈfaɪbrəs
lino,ˈlinoʊ
scandalous,ˈskændələs
case,keɪs
departure,dɪˈpɑrʧər
not,nɑt
undisputed,ˌəndɪˈspjutɪd
bullhorn,ˈbʊˌlhɔrn
badness,ˈbædnəs
egalitarian,ɪˌgæləˈtɛriən
declined,dɪˈklaɪnd
ladybug,ˈleɪdiˌbəg
jobless,ˈʤɑbləs
directoral,dərˈɛktərəl
survival,sərˈvaɪvəl
gamely,ˈgeɪmli
connected,kəˈnɛktɪd
toggle,ˈtɑgəl
boon,bun
nonacademic,nɑˌnækəˈdɛmɪk
bagdad,ˈbægdæd
shiloh,ˈʃaɪloʊ
republican,rɪˈpəblɪkən
marquess,ˈmɑrkwəs
ticklish,ˈtɪkəlɪʃ
abdominal,əbˈdɑmənəl
whacking,ˈwækɪŋ
taylor,ˈteɪlər
dreamlike,ˈdrimˌlaɪk
census,ˈsɛnsəs
february,ˈfɛbruˌɛri
alternating,ˈɔltərˌneɪtɪŋ
centennial,sɛnˈtɛniəl
sympathy,ˈsɪmpəθi
expression,ɪkˈsprɛʃən
preacher,ˈpriʧər
dawson,ˈdɔsən
calculus,ˈkælkjələs
explicate,ˈɛkspləˌkeɪt
antlered,ˈæntlərd
untouchable,ənˈtəʧəbəl
fleece,flis
cullet,ˈkələt
laying,leɪɪŋ
fanatical,fəˈnætɪkəl
genus,ˈʤinəs
mend,mɛnd
diagnostics,ˌdaɪəgˈnɑstɪks
gunter,ˈgəntər
beholden,bɪˈhoʊldən
continuously,kənˈtɪnjuəsli
face,feɪs
disturbingly,dɪˈstərbɪŋli
erase,ɪˈreɪs
boast,boʊst
saum,sɔm
thumping,ˈθəmpɪŋ
radius,ˈreɪdiəs
incredible,ˌɪnˈkrɛdəbəl
arses,ˈɑrsɪz
flooring,ˈflɔrɪŋ
knightly,ˈnaɪtli
iconography,ˌaɪkəˈnɑgrəfi
guileless,ˈgaɪlləs
puerile,pjuˈril
gastroscope,ˈgæstrəˌskoʊp
nitrogen,ˈnaɪtrəʤən
novice,ˈnɑvəs
regain,rɪˈgeɪn
savagely,ˈsævɪʤli
rimer,ˈraɪmər
gullibility,ˌgələˈbɪlɪti
eden,ˈidən
slice,slaɪs
yang,jæŋ
continental,ˌkɑntəˈnɛnəl
counterforce,ˈkaʊntərˌfɔrs
arline,ˈɑˌrlaɪn
tournament,ˈtʊrnəmənt
coking,ˈkoʊkɪŋ
celestial,səˈlɛsʧəl
underpass,ˈəndərˌpæs
conic,ˈkɑnɪk
angular,ˈæŋgjələr
unto,ˈəntu
goldin,ˈgoʊldɪn
hepatitis,ˌhɛpəˈtaɪtəs
crass,kræs
crystalline,ˈkrɪstəˌlaɪn
older,ˈoʊldər
featured,ˈfiʧərd
scarf,skɑrf
playfully,ˈpleɪfəli
sweetwater,sˈwitˌwɑtər
fallback,ˈfɔlˌbæk
productivity,ˌproʊdəkˈtɪvɪti
argon,ˈɑrˌgɑn
spak,spæk
ansel,ənˈsɛl
mutton,ˈmətən
boxing,ˈbɑksɪŋ
tartness,ˈtɑrtnəs
arum,ˈɛrəm
double,ˈdəbəl
kneeling,ˈnilɪŋ
coexist,ˌkoʊəgˈzɪst
accord,əˈkɔrd
susi,ˈsusi
bellwood,ˈbɛlˌwʊd
scotia,ˈskoʊʃə
hoster,ˈhoʊstər
jude,ʤud
spall,spɔl
cleanness,ˈklinɪs
reality,ˌriˈæləˌti
satanism,ˈseɪtəˌnɪzəm
atrophy,ˈætrəfi
scruffy,ˈskrəfi
mako,ˈmɑkoʊ
ranker,ˈræŋkər
puke,pjuk
surround,səraʊnd
resettle,riˈsɛtəl
observable,əbˈzərvəbəl
magnus,ˈmægnəs
noam,noʊm
pillow,ˈpɪloʊ
amidst,əˈmɪdst
hotelier,hoʊˈtɛljər
rhineland,ˈraɪnˌlænd
pantheistic,ˌpænθiˈɪstɪk
lama,ˈlɑmə
athwart,əθˈwɔrt
anatoly,ˌænəˈtoʊli
patrilineal,ˌpætrɪˈlɪniəl
allusion,əˈluʒən
causal,ˈkɔzəl
pueblo,pˈwɛbloʊ
mood,mud
schoolwork,ˈskulˌwərk
epistemology,ɛˌpɪstəˈmɑləˌʤi
peter,ˈpitər
albee,əlˈbi
fogle,ˈfoʊgəl
hedonism,ˈhidəˌnɪzəm
salvadoran,ˈsælvəˌdɔrən
unanticipated,ˌənænˈtɪsəˌpeɪtɪd
nashua,ˈnæʃuə
reinspection,ˌriɪnˈspɛkʃən
sag,sæg
luke,luk
catalina,ˌkætəˈlinə
spalding,ˈspɔldɪŋ
tootle,ˈtutəl
hobnail,ˈhɑbˌneɪl
warding,ˈwɔrdɪŋ
go,goʊ
indices,ˈɪndɪˌsiz
dominick,ˈdɑmənɪk
assist,əˈsɪst
livid,ˈlɪvɪd
grebe,grib
diversification,dɪˌvərsəfəˈkeɪʃən
estrous,ˈɛstrəs
cresting,ˈkrɛstɪŋ
congenial,kənˈʤinjəl
tingling,ˈtɪŋgəlɪŋ
cardiologist,ˌkɑrdiˈɑləʤɪst
scots,skɑts
special,ˈspɛʃəl
gullah,ˈgələ
emotional,ˈiˌmoʊʃənəl
frazzle,ˈfræzəl
affectively,əˈfɛktɪvli
repercussion,ˌripərˈkəʃən
scale,skeɪl
presage,ˈprɛsɪʤ
orthodontia,ˌɔrθəˈdɑnʧiə
alfa,ˈælfə
sebaceous,səˈbeɪʃəs
shim,ʃɪm
quicken,kˈwɪkən
pyke,paɪk
extravagant,ɛkˈstrævəgənt
reignite,ˌriɪgˈnaɪt
punish,ˈpənɪʃ
repatriate,riˈpeɪtriˌeɪt
supportive,səˈpɔrtɪv
hypocritical,ˌhɪpəˈkrɪtɪkəl
forming,ˈfɔrmɪŋ
later,ˈleɪtər
gish,ʤɪʃ
proclaiming,proʊˈkleɪmɪŋ
mutuality,mˌjuʧuˈæˌlɪti
hare,hɛr
listerine,ˈlɪstərˌin
missile,ˈmɪsəl
verifiable,ˈvɛrəˌfaɪəbəl
penman,ˈpɛnmən
generator,ˈʤɛnərˌeɪtər
bullfighting,ˈbʊlˌfaɪtɪŋ
antipodal,ænˈtɪpədəl
godfather,ˈgɑdˌfɑðər
elisabeth,ɪˈlɪzəbɪθ
featherbedding,ˈfɛðərˌbɛdɪŋ
knoxville,ˈnɑksvɪl
winker,ˈwɪŋkər
trow,troʊ
stuff,stəf
corban,ˈkɔrbən
misconceive,mɪskənˈsiv
vietnamese,viˌɛtnɑˈmis
nematode,ˈnɛməˌtoʊd
tempting,ˈtɛmptɪŋ
leach,liʧ
kail,keɪl
piercing,ˈpɪrsɪŋ
prejudge,priˈʤəʤ
hollander,ˈhɑləndər
tier,tir
traps,træps
taller,ˈtɔlər
passer,ˈpæsər
arne,ɑrn
yah,jɑ
stiller,ˈstɪlər
roach,roʊʧ
analyzable,ˈænəˌlaɪzəbəl
screened,skrind
freedom,ˈfridəm
me,mi
towering,ˈtaʊrɪŋ
hurtful,ˈhərtfəl
unapproachable,ˌənəˈproʊʧəbəl
requirement,rɪkˈwaɪrmənt
meece,mis
footwear,ˈfʊtˌwɛr
conditioned,kənˈdɪʃənd
skittish,ˈskɪtɪʃ
memorialize,məˈmɔriəˌlaɪz
pivotal,ˈpɪvətəl
hinny,ˈhɪni
rubber,ˈrəbər
promulgate,proʊˈməlgeɪt
overabundance,ˈoʊvərəˈbəndəns
incidental,ˌɪnsɪˈdɛntəl
enema,ˈɛnəmə
conviction,kənˈvɪkʃən
defiance,dɪˈfaɪəns
elissa,ɛˈlisə
marian,ˈmɑriən
continuation,kənˌtɪnjuˈeɪʃən
loomer,ˈlumər
privilege,ˈprɪvɪlɪʤ
thoroughfare,ˈθəroʊˌfɛr
distinguish,dɪˈstɪŋgwɪʃ
bailor,ˈbeɪlər
giver,ˈgɪvər
spillway,ˈspɪlˌweɪ
pomeranian,ˌpɑmərˈeɪniən
moudy,ˈmaʊdi
behold,bɪˈhoʊld
sift,sɪft
creamery,ˈkriməri
bernard,ˈbərnərd
khalsa,ˈkɑlsə
flail,fleɪl
jansenist,ˈʤænsənɪst
dey,deɪ
career,kərɪr
ducker,ˈdəkər
banked,bæŋkt
pliers,plaɪərz
aggregate,ˈægrəgət
turkish,ˈtərkɪʃ
ferromagnetism,ˌfɛroʊˈmægnəˌtɪzəm
borscht,bɔrʃt
fireproofing,ˈfaɪərˌprufɪŋ
unmistakably,ˌənmɪˈsteɪkəbli
unavoidable,ˌənəˈvɔɪdəbəl
investigating,ˌɪnˈvɛstəˌgeɪtɪŋ
detector,dɪˈtɛktər
feathered,ˈfɛðərd
powerlessness,ˈpaʊərləsnəs
reduce,rɪˈdus
spaniol,ˈspænjəl
substituting,ˈsəbstɪˌtutɪŋ
stake,steɪk
sweetly,sˈwitli
objector,əˈbʤɛktər
mangosteen,ˈmæŋgoʊˌstin
kingfisher,ˈkɪŋˌfɪʃər
functionality,ˌfəŋkʃəˈnælɪti
quickly,kˈwɪkli
lender,ˈlɛndər
semilegendary,ˌsɛmɪˈlɛʤənˌdɛri
needy,ˈnidi
standardization,stændərdɪˈzeɪʃən
rochelle,ˌrəˈʃɛl
lancet,ˈlænsət
glider,ˈglaɪdər
malaise,mæˈleɪz
gelatin,ˈʤɛlətən
calyx,ˈkælɪks
powered,paʊərd
bestiality,bɛsˈʧælɪti
prenuptial,priˈnəpʃəl
discourage,dɪˈskərɪʤ
distortion,dɪˈstɔrʃən
dern,dərn
dissuade,dɪsˈweɪd
chiefdom,ˈʧifdəm
tec,tɛk
billable,ˈbɪləbəl
warlike,ˈwɔˌrlaɪk
grouchy,ˈgraʊʧi
tasker,ˈtæskər
password,ˈpæsˌwərd
pinker,ˈpɪŋkər
cuesta,kˈwɛstə
hurling,ˈhərlɪŋ
accuracy,ˈækjərəsi
eater,ˈitər
undergarment,ˈəndərˌgɑrmənt
rubia,ˈrubiə
gullible,ˈgələbəl
meekly,ˈmikli
surfacing,ˈsərfəsɪŋ
atomizer,ˈætəˌmaɪzər
stole,stoʊl
doney,ˈdɑni
triennial,traɪˈɛniəl
golgi,ˈgoʊlʤi
remade,riˈmeɪd
villar,ˈvɪlər
presumption,prɪˈzəmpʃən
wickedly,ˈwɪkɪdli
fractiousness,ˈfrækʃəsnəs
secularism,ˈsɛkjələrˌɪzəm
educational,ˌɛʤəˈkeɪʃənəl
scoggin,ˈskɑgɪn
tofu,ˈtoʊfu
adjust,əˈʤəst
probation,proʊˈbeɪʃən
reincorporate,ˌriɪnˈkɔrpərˌeɪt
brimmed,brɪmd
viscount,ˈvɪskaʊnt
amusement,əmˈjuzmənt
accountancy,əˈkaʊntəntˌsi
attractively,əˈtræktɪvli
cloak,kloʊk
puppeteer,pəpəˈtir
birthplace,ˈbərθˌpleɪs
thematic,θiˈmætɪk
blake,bleɪk
demarcation,ˌdimɑrˈkeɪʃən
endangerment,ɛnˈdeɪnʤərmənt
comet,ˈkɑmət
invaluable,ˌɪnˈvæljəbəl
royalist,ˈrɔɪəlɪst
brut,brut
clapping,ˈklæpɪŋ
batt,bæt
lade,leɪd
diagonally,daɪˈægənəli
civilly,ˈsɪvɪli
verse,vərs
rustle,ˈrəsəl
lighter,ˈlaɪtər
applicability,ˌæpləkəˈbɪləti
grass,græs
systemic,sɪˈstɛmɪk
collaborationist,kəˌlæbərˈeɪʃənɪst
at,æt
comptroller,ˈkɑmˌtroʊlər
weathered,ˈwɛðərd
spurious,ˈspəriəs
appraising,əˈpreɪzɪŋ
fibula,ˈfɪbjələ
tankard,ˈtæŋkərd
modernism,ˈmɑdərˌnɪzəm
vermin,ˈvərmɪn
rebuttal,rɪˈbətəl
kennelly,ˈkɛnəli
aggressiveness,əˈgrɛsɪvnəs
unforgivable,ˌənfɔrˈgɪvəbəl
micrometer,maɪˈkrɑmətər
unbeatable,ˌənˈbitəbəl
thrice,θraɪs
employ,ɪmˈplɔɪ
herding,ˈhərdɪŋ
disapproval,dɪsəˈpruvəl
allegiance,əˈliʤəns
nonessential,ˌnɑnɪˈsɛnʃəl
surgeon,ˈsərʤɪn
underworld,ˈəndərˌwərld
transmittable,trænzˈmɪtəbəl
workaday,ˈwərkəˌdeɪ
sar,sɑr
nonagricultural,ˌnɑˌnægrɪˈkəlʧərəl
laughingstock,ˈlæfɪŋˌstɑk
permanence,ˈpərmənəns
plantlike,ˈplænˌtlaɪk
monsoonal,mɑnˈsunəl
mettle,ˈmɛtəl
upstate,ˈəpˈsteɪt
consultative,kənˈsəltətɪv
ass,æs
rod,rɑd
jujube,ˈʤuˌʤub
cephus,ˈsɛfəs
devote,dɪˈvoʊt
whereupon,ˈwɛrəˈpɑn
slop,slɑp
skinned,skɪnd
strychnine,ˈstrɪkˌnaɪn
harmfully,ˈhɑrmfəli
spotless,ˈspɑtləs
healthiness,ˈhɛlθinəs
sandra,ˈsændrə
zigzagged,ˈzɪgzægd
shave,ʃeɪv
game,geɪm
smuggle,sˈməgəl
observant,əbˈzərvənt
torpor,ˈtɔrpər
acacia,əˈkeɪʃə
verbally,vərˈbæli
shed,ʃɛd
uncoat,ənˈkoʊt
inscribe,ˌɪnˈskraɪb
braces,ˈbreɪsɪz
label,ˈleɪbəl
authorized,ˈɔθərˌaɪzd
brooding,ˈbrudɪŋ
hetty,ˈhɛti
aramis,ˈɛrəmɪs
patron,ˈpeɪtrən
billon,ˈbɪlən
bullock,ˈbʊlək
invigorating,ˌɪnˈvɪgərˌeɪtɪŋ
torrent,ˈtɔrənt
technologically,ˌtɛknəˈlɑʤɪkəli
manipulative,məˈnɪpjəˌleɪtɪv
flow,floʊ
vengeful,ˈvɛnʤfəl
royal,rɔɪəl
unicorn,ˈjunɪˌkɔrn
british,ˈbrɪtɪʃ
planking,ˈplæŋkɪŋ
impressionistic,ˌɪmˌprɛʃəˈnɪstɪk
enrich,ɪnˈrɪʧ
wrongheaded,ˈrɔŋˌhɛdɪd
listless,ˈlɪstləs
infatuate,ˌɪnˈfæʧuˌeɪt
intone,ˌɪnˈtoʊn
immovable,ˌɪˈmuvəbəl
tecla,ˈtɛklə
karch,kɑrk
insupportable,ˌɪnsəˈpɔrtəbəl
numbness,ˈnəmnəs
drunkard,ˈdrəŋkərd
luxurious,ləgˈʒəriəs
unfortunately,ənˈfɔrʧənətli
begin,bɪˈgɪn
normalization,ˌnɔrməlɪˈzeɪʃən
junker,ˈʤəŋkər
equatorial,ˌikwəˈtɔriəl
shingler,ˈʃɪŋlər
masoner,ˈmeɪsənər
arid,ˈɛrəd
brier,braɪər
seize,siz
digestion,daɪˈʤɛsʧən
incoherence,ˌɪnkoʊˈhɪrəns
zain,zeɪn
lyrist,ˈlɪrɪst
handicapped,ˈhændiˌkæpt
unfair,ˌɔnˈfɛr
cuadra,kuˈɑdrə
puff,pəf
bronzed,brɑnzd
turnaround,ˈtərnərˌaʊnd
subjugate,ˈsəbʤəˌgeɪt
nongovernmental,nɑnˌgəvərnˈmɛntəl
timber,ˈtɪmbər
despotism,ˈdɛspəˌtɪzəm
feisty,ˈfaɪsti
steroid,stərɔɪd
unpack,ənˈpæk
equivocation,ɪkwɪvəˈkeɪʃən
constantine,ˈkɑnstənˌtin
baun,bɔn
aniline,ˈænəˌlin
trespass,ˈtrɛˌspæs
professionalism,prəˈfɛʃənəˌlɪzəm
paraffin,ˈpɛrəfən
franciscan,frænˈsɪskən
reinsurer,ˌriɪnˈʃʊrər
lindsay,ˈlɪndzi
calvary,ˈkælvəri
extortion,ɛkˈstɔrʃən
treating,ˈtritɪŋ
trainer,ˈtreɪnər
elbow,ˈɛlˌboʊ
christen,ˈkrɪsən
huckster,ˈhəkstər
molle,mɑl
encouraging,ɪnˈkərəʤɪŋ
olympiad,oʊˈlɪmpiˌæd
patiently,ˈpeɪʃəntli
garment,ˈgɑrmənt
lawfully,ˈlɔfəli
pieter,ˈpitər
headsman,ˈhɛdzmən
complaint,kəmˈpleɪnt
bearishly,ˈbɛrɪʃli
discontentedness,ˌdɪskənˈtɛntɪdnəs
stillwater,ˈstɪlˌwɔtər
tear,tɪr
facilitation,fəˌsɪləˈteɪʃən
jewfish,ˈʤuˌfɪʃ
presently,ˈprɛzəntli
alvite,ˈælˌvaɪt
cup,kəp
revue,rɪvˈju
cain,keɪn
cush,kʊʃ
fealty,ˈfiəlti
nash,næʃ
kasha,ˈkɑʃə
missourian,məˈzʊriən
rustler,ˈrəslər
sai,ˈɛˈseɪˈaɪ
questionnaire,kˌwɛsʧəˈnɛr
tissue,ˈtɪʃu
airman,ˈɛrmən
dish,dɪʃ
mimi,ˈmimi
